Product Name,Product Link,Processor,Internal memory,Video card,Display,Solid-state drive,Price,Hard drive
Dell G15 5515,https://laptopmedia.com/laptop-specs/dell-g15-5515-283/,AMD Ryzen 5 5600H,64GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 90W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",2000GB SSD,$149999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14332/,AMD Athlon Gold 3150U,8GB RAM,AMD Radeon RX Vega 3,"15.6”, Full HD (1920 x 1080), TN",512GB SSD,$51900,
Acer Predator Helios 300,https://laptopmedia.com/laptop-specs/acer-predator-helios-300-1453/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",1000GB SSD,$164900,
Dell Inspiron 5425,https://laptopmedia.com/laptop-specs/dell-inspiron-5425-49/,AMD Ryzen 5 5625U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","14.0"", FHD+ (1920 x 1200), IPS",512GB SSD,$84999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14120/,Intel Core i5-1235U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",1000GB SSD,$102999,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6374/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$148400,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-866/,AMD Ryzen 7 5800H,16GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"16.1″, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$408900,
ASUS ROG Strix G17,https://laptopmedia.com/laptop-specs/asus-rog-strix-g17-215/,AMD Ryzen 9 7945HX,64GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","17.3"", QHD (2560 x 1440), 240 Hz, IPS",2000GB SSD,$245999,
Dell Inspiron 3515,https://laptopmedia.com/laptop-specs/dell-inspiron-3515-451/,AMD Ryzen 5 3450U,16GB RAM,"AMD Radeon RX Vega 8 (R2000/3000, 15W)","15.6”, HD (1366 x 768), TN",2000GB SSD,$58999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14034/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$91999,
Lenovo ThinkPad Z16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-z16-gen-1-13/,AMD Ryzen 5 PRO 6650H,16GB RAM,AMD Radeon RX 6500M,"16.0″, WUXGA (1920 x 1200), IPS",256GB SSD,$147555,
MSI WF66,https://laptopmedia.com/laptop-specs/msi-wf66-481/,Intel Core i7-11800H,64GB RAM,NVIDIA RTX A2000 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",8000GB SSD,$571999,
ASUS ROG Zephyrus G14,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g14-640/,AMD  Ryzen 9 6900HS,16GB RAM,AMD Radeon RX 6800S,"14.0”, WQXGA (2560 x 1600), 120 Hz, IPS",1000GB SSD,$171499,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14983/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, Full HD (1920 x 1080), IPS",512GB SSD,$74499,
MSI Katana GF76,https://laptopmedia.com/laptop-specs/msi-katana-gf76-372/,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$179999,
MSI Titan GT77,https://laptopmedia.com/laptop-specs/msi-titan-gt77-444/,Intel Core i9-13980HX,64GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 175W)","17.3”, 4K UHD (3840 x 2160), 144 Hz, IPS",8000GB SSD,$665499,
Lenovo ThinkPad P1 Gen 5,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p1-gen-5-66/,Intel Core i7-12800H,64GB RAM,NVIDIA RTX A4500 (Laptop),"16.0”, WQUXGA (3840 x 2400), IPS",2000GB SSD,$324900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1296/,Intel Core i9-13900HX,64GB RAM,NVIDIA GeForce RTX 4090 (Laptop),"17.3"", QHD (2560 x 1440), 240 Hz, IPS",4000GB SSD,$570999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13842/,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$79999,
Dell Inspiron 3511,https://laptopmedia.com/laptop-specs/dell-inspiron-3511-1669/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$109900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1285/,Intel Core i7-12700H,16GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$159999,
Lenovo Yoga 7i 16,https://laptopmedia.com/laptop-specs/lenovo-yoga-7i-16-127/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0″, 2.5K (2560 x 1440), IPS",512GB SSD,$105299,
Lenovo ThinkPad L14 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l14-gen-2-387/,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",2000GB SSD,$119999,
Dell Inspiron 3511,https://laptopmedia.com/laptop-specs/dell-inspiron-3511-1633/,Intel Core i5-1035G1,32GB RAM,Intel UHD Graphics G1,"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$72999,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-3071/,AMD Ryzen 3 3200U,20GB RAM,AMD Radeon RX Vega 3,"15.6”, Full HD (1920 x 1080), IPS",128GB SSD,$63999,1000GB HDD
ASUS TUF Gaming A15,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a15-519/,AMD Ryzen 7 4800H,64GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 75W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$134900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13659/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$74900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13617/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), TN",1000GB SSD,$74900,
HP ProBook 450 G9,https://laptopmedia.com/laptop-specs/hp-probook-450-g9-138/,Intel Core i5-1235U,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$137999,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4255/,Intel Core i7-1195G7,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$124900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13489/,Intel Core i7-1165G7,12GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$76999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14396/,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, HD (1366 x 768), TN",1000GB SSD,$158999,
ASUS ROG Strix SCAR 15,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-15-729/,AMD Ryzen 9 5900HX,64GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 130W)","15.6”, Full HD (1920 x 1080), 300 Hz, IPS",2000GB SSD,$229900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14403/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), TN",256GB SSD,$54699,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6395/,AMD Ryzen 5 5625U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$53900,
Dell Inspiron 5620,https://laptopmedia.com/laptop-specs/dell-inspiron-5620-140/,Intel Core i7-1260P,24GB RAM,NVIDIA GeForce MX570,"16.0”, WUXGA (1920 x 1200), IPS",1000GB SSD,$142999,
Acer Predator Helios 300,https://laptopmedia.com/laptop-specs/acer-predator-helios-300-1450/,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","15.6"", Full HD (1920 x 1080), 165 Hz, IPS",2000GB SSD,$200900,
Dell Inspiron 5420,https://laptopmedia.com/laptop-specs/dell-inspiron-5420-57/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0"", FHD+ (1920 x 1200), IPS",1000GB SSD,$129900,
Dell Inspiron 3521,https://laptopmedia.com/laptop-specs/dell-inspiron-3521-13/,Intel Pentium Silver N5030,8GB RAM,Intel UHD Graphics 605,"15.6”, HD (1366 x 768), TN",128GB SSD,$44900,
MSI WF66,https://laptopmedia.com/laptop-specs/msi-wf66-508/,Intel Core i7-11800H,64GB RAM,NVIDIA RTX A2000 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$357999,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-3198/,Intel Core i7-1165G7,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",,$81900,1000GB HDD
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14654/,Intel Core i7-1165G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, HD (1366 x 768), TN",1000GB SSD,$140499,
MSI Raider GE78,https://laptopmedia.com/laptop-specs/msi-raider-ge78-11/,Intel Core i9-13980HX,64GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 175W)","17.0”, QHD+ (2560 x 1600), 240 Hz, IPS",2000GB SSD,$429900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14347/,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",2000GB SSD,$169999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-9671/,Intel Celeron N4120,4GB RAM,Intel UHD Graphics 600,"15.6”, HD (1366 x 768), TN",128GB SSD,$32699,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-1500/,Intel Core i3-1115G4,4GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",128GB SSD,$38933,
MSI Katana GF66,https://laptopmedia.com/laptop-specs/msi-katana-gf66-255/,Intel Core i9-12900H,16GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 240 Hz, IPS",1000GB SSD,$169999,
Lenovo 300e Gen 2,https://laptopmedia.com/laptop-specs/lenovo-300e-gen-2-12/,Intel Celeron N4120,4GB RAM,Intel UHD Graphics 600,"11.6”, HD (1366 x 768), IPS",64GB SSD,$21999,
ASUS ROG Strix G17,https://laptopmedia.com/laptop-specs/asus-rog-strix-g17-191/,AMD Ryzen 9 7945HX,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 140W)","17.3"", QHD (2560 x 1440), 240 Hz, IPS",2000GB SSD,$229999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13994/,Intel Core i7-1165G7,12GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, HD (1366 x 768), TN",512GB SSD,$78900,
Lenovo Legion 5 17,https://laptopmedia.com/laptop-specs/lenovo-legion-5-17-456/,AMD Ryzen 5 5600H,32GB RAM,NVIDIA GeForce GTX 1650 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$106099,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13969/,AMD Ryzen 5 5500U,12GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), TN",512GB SSD,$57900,
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-2756/,Intel Core i5-12500H,24GB RAM,NVIDIA GeForce RTX 3050 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$124900,
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-2753/,Intel Core i5-12500H,24GB RAM,NVIDIA GeForce RTX 3050 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$119900,
Dell Inspiron 7620 2-in-1,https://laptopmedia.com/laptop-specs/dell-inspiron-7620-2-in-1-129/,Intel Core i7-1260P,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0”, WUXGA (1920 x 1200), IPS",512GB SSD,$133999,
Lenovo IdeaPad 3 17,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-17-1835/,AMD Ryzen 5 5625U,24GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",512GB SSD,$63900,
Lenovo Legion 5 15,https://laptopmedia.com/laptop-specs/lenovo-legion-5-15-781/,AMD Ryzen 5 4600H,8GB RAM,NVIDIA GeForce GTX 1650 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,$68900,
ASUS ROG Strix SCAR 16,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-16-39/,Intel Core i9-13980HX,64GB RAM,"NVIDIA GeForce RTX 4090 (Laptop, 175W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",8000GB SSD,$612999,
Dell Latitude 3520,https://laptopmedia.com/laptop-specs/dell-latitude-3520-396/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$89900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14839/,AMD Ryzen 5 5500U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",256GB SSD,$79499,
ASUS ROG Zephyrus Duo 16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-duo-16-212/,AMD Ryzen 9 7945HX,64GB RAM,"NVIDIA GeForce RTX 4090 (Laptop, 165W)","16.0"", QHD (2560 x 1600), 240 Hz, IPS",4000GB SSD,$489900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13719/,AMD Ryzen 3 3250U,8GB RAM,AMD Radeon RX Vega 3,"15.6”, HD (1366 x 768), TN",512GB SSD,$92247,
Lenovo IdeaPad 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4197/,AMD Ryzen 7 5825U,40GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$101999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13567/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",1000GB SSD,$75900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14730/,AMD Ryzen 5 5625U,16GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, HD+ (1600 x 900), TN",4000GB SSD,$128999,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-4994/,Intel Core i3-1005G1,32GB RAM,Intel UHD Graphics,"14.0”, HD (1366 x 768), TN",1000GB SSD,$82499,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13506/,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$133999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13496/,Intel Core i7-1165G7,20GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$88999,
ASUS ROG Zephyrus G14,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g14-716/,AMD Ryzen 9 7940HS,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 120W)","14.0”, WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,$224900,
ASUS Vivobook 15,https://laptopmedia.com/laptop-specs/asus-vivobook-15-2532/,AMD Ryzen 5 4600H,8GB RAM,"AMD Radeon RX Vega 6 (R4000/5000, 35/45W)","15.6”, Full HD (1920 x 1080), TN",512GB SSD,$49996,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14564/,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, Full HD (1920 x 1080), IPS",2000GB SSD,$113499,
ASUS ROG Zephyrus M16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-m16-584/,Intel Core i9-13900H,32GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 145W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",4000GB SSD,$416900,
ASUS ROG Zephyrus Duo 16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-duo-16-278/,AMD Ryzen 9 7945HX,64GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 165W)","16.0"", QHD (2560 x 1600), 240 Hz, IPS",4000GB SSD,$481900,
ASUS ROG Zephyrus G16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g16-56/,Intel Core i7-13620H,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 120W)","16.0″, WUXGA (1920 x 1200), 165 Hz, IPS",4000GB SSD,$284900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14514/,Intel Celeron N4020,4GB RAM,Intel UHD Graphics 600,"15.6”, HD (1366 x 768), TN",128GB SSD,$28995,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14607/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,$153999,
LG Gram 15,https://laptopmedia.com/laptop-specs/lg-gram-15-297/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$82999,
ASUS TUF Gaming A17,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a17-357/,AMD Ryzen 7 7735HS,32GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$168900,
Dell Latitude 5520,https://laptopmedia.com/laptop-specs/dell-latitude-5520-323/,Intel Core i7-1185G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$137900,
Lenovo ThinkPad E14 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e14-gen-3-627/,AMD Ryzen 7 5700U,12GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$125900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14214/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$150900,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-5163/,AMD 3020e,8GB RAM,AMD Radeon RX Vega 3,"14.0”, HD (1366 x 768), TN",2000GB SSD,$135900,
Acer Chromebook Spin 514,https://laptopmedia.com/laptop-specs/acer-chromebook-spin-514-55/,AMD Ryzen 3 3250C,8GB RAM,AMD Radeon RX Vega 3,"14.0”, Full HD (1920 x 1080), IPS",128GB SSD,$37900,
Lenovo ThinkBook 15 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-15-gen-3-351/,AMD Ryzen 5 5500U,36GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$170000,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-12916/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$187900,
MSI WF66,https://laptopmedia.com/laptop-specs/msi-wf66-482/,Intel Core i7-11800H,16GB RAM,NVIDIA RTX A2000 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",128GB SSD,$242499,1000GB HDD
ASUS ROG Strix G15,https://laptopmedia.com/laptop-specs/asus-rog-strix-g15-156/,AMD Ryzen 9 5980HX,16GB RAM,AMD Radeon RX 6800M,"15.6"", WQHD (2560 x 1440), 165 Hz, IPS",1000GB SSD,$159900,
ASUS ROG Flow X13,https://laptopmedia.com/laptop-specs/asus-rog-flow-x13-13/,AMD Ryzen 9 5900HS,16GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 40W)","13.4"", FHD+ (1920 x 1200), 120 Hz, IPS",1000GB SSD,$134900,
Lenovo ThinkPad X1 Extreme Gen 4,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-extreme-gen-4-14/,Intel Core i7-11800H,32GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 60W)","16.0"", QHD+ (2560 x 1600), IPS",1000GB SSD,$169899,
Lenovo Legion 5 Pro 16,https://laptopmedia.com/laptop-specs/lenovo-legion-5-pro-16-24/,AMD Ryzen 7 5800H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 130W)","16.0"", QHD (2560 x 1600), 165 Hz, IPS",1000GB SSD,$507545,
Razer Blade Stealth,https://laptopmedia.com/laptop-specs/razer-blade-stealth-24/,Intel Core i7-6500U,8GB RAM,Intel HD Graphics 520,"12.5”, 4K UHD (3840 x 2160), IPS",256GB SSD,$129999,
HP Victus 16,https://laptopmedia.com/laptop-specs/hp-victus-16-315/,AMD Ryzen 7 5800H,16GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"16.1″, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$109900,
HP Pavilion Aero 13,https://laptopmedia.com/laptop-specs/hp-pavilion-aero-13-9/,AMD Ryzen 7 5800U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","13.3”, WUXGA (1920 x 1200), IPS",512GB SSD,$74999,
MSI GF65 Thin,https://laptopmedia.com/laptop-specs/msi-gf65-thin-1511/,Intel Core i5-9300H,8GB RAM,NVIDIA GeForce RTX 2060 (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,$104999,
Samsung Galaxy Book Odyssey,https://laptopmedia.com/laptop-specs/samsung-galaxy-book-odyssey-4/,Intel Core i7-11370H,8GB RAM,NVIDIA GeForce RTX 3050 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$89895,
MSI Modern 15,https://laptopmedia.com/laptop-specs/msi-modern-15-721/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$69900,
Lenovo IdeaPad Gaming 3i 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3i-15-536/,Intel Core i5-12500H,16GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,$89999,
Lenovo ThinkBook 13s Gen 4,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-13s-gen-4-5/,AMD Ryzen 5 6600U,8GB RAM,AMD Radeon 660M,"13.3”, WUXGA (1920 x 1200), IPS",256GB SSD,$69200,
Lenovo ThinkPad P16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-1-34/,Intel Core i7-12850HX,32GB RAM,NVIDIA RTX A2000 (Laptop),"16.0"", WQXGA (2560 x 1600), IPS",1000GB SSD,$245295,
Dell Latitude 7280,https://laptopmedia.com/laptop-specs/dell-latitude-7280-3/,Intel Core i5-7300U,8GB RAM,Intel HD Graphics 620,"12.5”, HD (1366 x 768), TN",256GB SSD,$134299,
Lenovo ThinkPad X390,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x390-49/,Intel Core i5-8265U,8GB RAM,Intel UHD Graphics 620,"13.3”, Full HD (1920 x 1080), IPS",256GB SSD,$104999,
MSI GF65 Thin,https://laptopmedia.com/laptop-specs/msi-gf65-thin-728/,Intel Core i7-9750H,8GB RAM,NVIDIA GeForce GTX 1660 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",256GB SSD,$99900,
HP ProBook 455 G9,https://laptopmedia.com/laptop-specs/hp-probook-455-g9-92/,AMD Ryzen 5 5625U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$181900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14148/,Intel Core i5-1155G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$91999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14147/,Intel Core i5-1155G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$91999,
HP ProBook 450 G9,https://laptopmedia.com/laptop-specs/hp-probook-450-g9-187/,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$104900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14263/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$108999,
ASUS ROG Zephyrus G16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g16-42/,Intel Core i7-13620H,16GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 120W)","16.0″, WUXGA (1920 x 1200), 165 Hz, IPS",4000GB SSD,$278900,
ASUS ROG Zephyrus G16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g16-32/,Intel Core i7-13620H,32GB RAM,"NVIDIA GeForce RTX 4060 (Laptop, 120W)","16.0″, WUXGA (1920 x 1200), 165 Hz, IPS",4000GB SSD,$232500,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14315/,Intel Core i7-1260P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",4000GB SSD,$109900,
Lenovo V15 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-v15-gen-2-519/,Intel Core i7-1165G7,24GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$109400,2000GB HDD
Lenovo ThinkPad T14 Gen 2,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-2-400/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$87143,
MSI Sword 15,https://laptopmedia.com/laptop-specs/msi-sword-15-890/,Intel Core i7-12650H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$161900,
