Product Name,Product Link,Processor,Internal memory,Video card,Display,Solid-state drive,Price,Hard drive
Dell Latitude 5420,https://laptopmedia.com/laptop-specs/dell-latitude-5420-188/,Intel Core i5-1145G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$84999,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6309/,Intel Core i7-1165G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$164999,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-3059/,Intel Core i3-1115G4,36GB RAM,Intel UHD Graphics Xe G4 (48EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$85999,
Lenovo IdeaPad 3 17,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-17-1804/,Intel Core i5-1035G1,36GB RAM,Intel UHD Graphics G1,"17.3”, HD+ (1600 x 900), TN",2000GB SSD,$104999,
Acer Aspire 5,https://laptopmedia.com/laptop-specs/acer-aspire-5-2990/,Intel Core i5-1235U,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$104999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14844/,AMD Ryzen 5 5500U,32GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$98499,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-690/,Intel Core i7-11800H,16GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$239900,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-5065/,AMD Ryzen 3 3250U,16GB RAM,AMD Radeon RX Vega 3,"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$44900,
ASUS ROG Zephyrus G14,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g14-610/,AMD Ryzen 7 5800HS,24GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 80W)","14.0"", FHD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$127900,
MSI Vector GP76,https://laptopmedia.com/laptop-specs/msi-vector-gp76-808/,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 360 Hz, IPS",4000GB SSD,$462900,
Lenovo IdeaPad Gaming 3i 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-gaming-3i-15-603/,Intel Core i7-12700H,24GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 85W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,$129900,
LG Gram 16,https://laptopmedia.com/laptop-specs/lg-gram-16-272/,Intel Core i7-1165G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", WQXGA (2560 x 1600), IPS",1000GB SSD,$156999,
ASUS Vivobook 17,https://laptopmedia.com/laptop-specs/asus-vivobook-17-2851/,Intel Core i5-1035G1,12GB RAM,Intel UHD Graphics G1,"17.3”, HD+ (1600 x 900), TN",,$59900,1000GB HDD
Apple MacBook Pro 16,https://laptopmedia.com/laptop-specs/apple-macbook-pro-16-101/,Apple M1 Pro (10-core),32GB RAM,Apple M1 Max GPU (32-core),"16.2”, Liquid Retina (3456 x 2234), 120 Hz",2000GB SSD,$329900,
ASUS TUF Gaming A17,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a17-297/,AMD Ryzen 7 6800H,32GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$154900,
Lenovo IdeaPad Flex 5 16,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5-16-67/,Intel Core i7-1255U,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"16.0"", QHD+ (2560 x 1600), IPS",1000GB SSD,$104900,
Lenovo IdeaPad 3i 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-15-1119/,Intel Core i3-1215U,8GB RAM,"Intel UHD Graphics (Alder Lake, 64EU)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$44900,
Dell Inspiron 3502,https://laptopmedia.com/laptop-specs/dell-inspiron-3502-399/,Intel Celeron N4020,16GB RAM,Intel UHD Graphics 600,"15.6”, HD (1366 x 768), TN",1000GB SSD,$55900,
ASUS ROG Zephyrus M16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-m16-501/,Intel Core i9-13900H,64GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 140W)","16.0"", WQXGA (2560 x 1600), 240 Hz, IPS",1000GB SSD,$274900,
Lenovo IdeaPad 3i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-14-333/,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$63999,
HP ProBook 450 G9,https://laptopmedia.com/laptop-specs/hp-probook-450-g9-143/,Intel Core i5-1235U,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$78900,
ASUS ROG Strix SCAR 15,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-15-674/,AMD Ryzen 9 5900HX,32GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 130W)","15.6”, Full HD (1920 x 1080), 300 Hz, IPS",2000GB SSD,$229900,
HP ProBook 450 G9,https://laptopmedia.com/laptop-specs/hp-probook-450-g9-139/,Intel Core i5-1235U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$92499,
ASUS Vivobook Pro 16X,https://laptopmedia.com/laptop-specs/asus-vivobook-pro-16x-95/,AMD Ryzen 7 5800H,16GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 50W)","16.0”, WQUXGA (3840 x 2400), OLED",2000GB SSD,$232900,
ASUS ROG Zephyrus Duo 16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-duo-16-209/,AMD Ryzen 9 7945HX,32GB RAM,"NVIDIA GeForce RTX 4090 (Laptop, 165W)","16.0"", QHD (2560 x 1600), 240 Hz, IPS",2000GB SSD,$469900,
MSI Vector GP76,https://laptopmedia.com/laptop-specs/msi-vector-gp76-797/,Intel Core i7-12700H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 360 Hz, IPS",8000GB SSD,$782900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13570/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",2000GB SSD,$77900,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-5030/,Intel Celeron N4500,32GB RAM,Intel UHD Graphics (Jasper Lake 16 EU),"14.0”, Full HD (1920 x 1080), IPS",1000GB SSD,$47900,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-657/,Intel Core i7-11800H,32GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$758900,
Lenovo IdeaPad 5 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-5-15-324/,Intel Core i7-1165G7,12GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$76900,
MSI Summit E14 Flip,https://laptopmedia.com/laptop-specs/msi-summit-e14-flip-15/,Intel Core i7-1360P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0"", WQHD+ (2880 x 1800), IPS",2000GB SSD,$199500,
MSI Delta 15,https://laptopmedia.com/laptop-specs/msi-delta-15-240/,AMD Ryzen 7 5800H,32GB RAM,AMD Radeon RX 6700M,"15.6”, Full HD (1920 x 1080), 240 Hz, IPS",1000GB SSD,$111999,
MSI Katana 15,https://laptopmedia.com/laptop-specs/msi-katana-15-18/,Intel Core i7-12650H,16GB RAM,"NVIDIA GeForce RTX 4070 (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$180400,
HP ProBook 450 G8,https://laptopmedia.com/laptop-specs/hp-probook-450-g8-257/,Intel Core i7-1165G7,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$99999,
HP ENVY x360 15,https://laptopmedia.com/laptop-specs/hp-envy-x360-15-4181/,Intel Core i7-1260P,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$154999,
ASUS TUF Gaming A17,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a17-264/,AMD Ryzen 7 4800H,32GB RAM,"NVIDIA GeForce RTX 3050 (Laptop, 75W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$271500,
LG gram 15,https://laptopmedia.com/laptop-specs/lg-gram-15-246/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$199900,
ASUS ROG Zephyrus G15,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g15-552/,AMD Ryzen 9 5900HS,24GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 95W)","15.6”, QHD (2560 x 1440), 165 Hz, IPS",1000GB SSD,$139900,
ASUS ROG Strix G15,https://laptopmedia.com/laptop-specs/asus-rog-strix-g15-701/,AMD Ryzen 7 4800H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 130W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$102900,
ASUS ROG Strix SCAR 15,https://laptopmedia.com/laptop-specs/asus-rog-strix-scar-15-636/,AMD Ryzen 9 5900HX,64GB RAM,"NVIDIA GeForce RTX 3080 (Laptop, 130W)","15.6”, Full HD (1920 x 1080), 300 Hz, IPS",2000GB SSD,$390900,
Lenovo ThinkPad E14 Gen 4,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e14-gen-4-147/,AMD Ryzen 5 5625U,12GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$113999,
Lenovo ThinkBook 15 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkbook-15-gen-3-370/,AMD Ryzen 5 5500U,20GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$136000,
HP EliteBook 840 G8,https://laptopmedia.com/laptop-specs/hp-elitebook-840-g8-338/,Intel Core i7-1165G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$152499,
Dell Inspiron 7415 2-in-1,https://laptopmedia.com/laptop-specs/dell-inspiron-7415-2-in-1-217/,AMD Ryzen 7 5700U,64GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$188900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15324/,Intel Core i5-1135G7,32GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, HD+ (1600 x 900), TN",1000GB SSD,$158500,1000GB HDD
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15318/,Intel Core i5-1135G7,8GB RAM,NVIDIA GeForce MX450,"17.3”, Full HD (1920 x 1080), IPS",2000GB SSD,$167900,
ASUS ROG Zephyrus Duo 16,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-duo-16-307/,AMD Ryzen 9 7945HX,64GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 165W)","16.0"", QHD (2560 x 1600), 240 Hz, IPS",4000GB SSD,$502999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14561/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$102900,
MSI Pulse GL76,https://laptopmedia.com/laptop-specs/msi-pulse-gl76-606/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 105W)","17.3”, Full HD (1920 x 1080), 360 Hz, IPS",1000GB SSD,$187900,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-730/,Intel Core i7-12700H,32GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"16.1″, Full HD (1920 x 1080), IPS",512GB SSD,$193500,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14398/,Intel Core i7-1165G7,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"17.3”, HD+ (1600 x 900), TN",2000GB SSD,$177900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-13310/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",1000GB SSD,$122500,
ASUS ROG Zephyrus G14,https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g14-543/,AMD Ryzen 9 5900HS,24GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)","14.0″, WQHD (2560 x 1440), 120 Hz, IPS",1000GB SSD,$167900,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-954/,Intel Core i7-12700H,32GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"16.1″, Full HD (1920 x 1080), IPS",512GB SSD,$210500,
Dell G15 5515,https://laptopmedia.com/laptop-specs/dell-g5-5515-104/,AMD Ryzen 7 5800H,8GB RAM,"NVIDIA GeForce RTX 3050 Ti (Laptop, 90W)","15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,$87961,
HP Pavilion 15,https://laptopmedia.com/laptop-specs/hp-pavilion-15-6461/,Intel Core i7-1165G7,20GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$104900,
ASUS TUF Gaming A15,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a15-629/,AMD Ryzen 7 7735HS,16GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$129900,
Lenovo Yoga 7i 14,https://laptopmedia.com/laptop-specs/lenovo-yoga-7i-14-267/,Intel Core i5-1235U,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"14.0″, 2.2K (2240 x 1400), IPS",2000GB SSD,$97900,
Dell Inspiron 3520,https://laptopmedia.com/laptop-specs/dell-inspiron-3520-221/,Intel Core i7-1255U,32GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",1000GB SSD,$102900,
Lenovo IdeaPad Flex 5 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-flex-5-14-1011/,AMD Ryzen 7 5700U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0″, 2.2K (2240 x 1400), IPS",1000GB SSD,$73900,
ASUS ROG Strix G17 G713,https://laptopmedia.com/laptop-specs/asus-rog-strix-g17-g713-225/,AMD Ryzen 7 4800H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 130W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$308835,
Lenovo IdeaPad 1 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-1-15-400/,Intel Pentium Silver N6000,8GB RAM,Intel UHD Graphics (Jasper Lake 32 EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$31900,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14327/,AMD Athlon Gold 3150U,16GB RAM,AMD Radeon RX Vega 3,"15.6”, Full HD (1920 x 1080), TN",1000GB SSD,$62900,
Dell Inspiron 3520,https://laptopmedia.com/laptop-specs/dell-inspiron-3520-158/,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",128GB SSD,$137999,500GB HDD
Lenovo IdeaPad 3i 14,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3i-14-258/,Intel Core i7-1165G7,36GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, Full HD (1920 x 1080), IPS",512GB SSD,$96999,
HP ENVY x360 13,https://laptopmedia.com/laptop-specs/hp-envy-x360-13-434/,Intel Core i7-1165G7,8GB RAM,Intel Iris Xe Graphics G7 (96EU),"13.3”, Full HD (1920 x 1080), OLED",512GB SSD,$101939,
ASUS Vivobook 15,https://laptopmedia.com/laptop-specs/asus-vivobook-15-2513/,AMD Ryzen 5 4600H,24GB RAM,"AMD Radeon RX Vega 6 (R4000/5000, 35/45W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$79900,
ASUS ROG Strix G18,https://laptopmedia.com/laptop-specs/asus-rog-strix-g18-15/,Intel Core i9-13980HX,64GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 175W)","18.0"", WQXGA (2560 x 1600), 240 Hz, IPS",2000GB SSD,$367900,
HP Chromebook 15,https://laptopmedia.com/laptop-specs/hp-chromebook-15-10/,Intel Pentium Silver N6000,8GB RAM,Intel UHD Graphics (Jasper Lake 32 EU),"15.6”, HD (1366 x 768), TN",64GB SSD,$28900,
Lenovo ThinkPad E15 Gen 4,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e15-gen-4-413/,Intel Core i5-1235U,40GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$96900,
ASUS ROG Strix G18,https://laptopmedia.com/laptop-specs/asus-rog-strix-g18-114/,Intel Core i9-13980HX,32GB RAM,"NVIDIA GeForce RTX 4080 (Laptop, 175W)","18.0"", WQXGA (2560 x 1600), 240 Hz, IPS",4000GB SSD,$365900,
Dell Inspiron 3520,https://laptopmedia.com/laptop-specs/dell-inspiron-3520-175/,Intel Core i7-1255U,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$139900,1000GB HDD
ASUS ROG Flow X16,https://laptopmedia.com/laptop-specs/asus-rog-flow-x16-124/,AMD  Ryzen 9 6900HS,64GB RAM,NVIDIA GeForce RTX 3060 (Laptop),"16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",2000GB SSD,$323999,
MSI GF65 Thin,https://laptopmedia.com/laptop-specs/msi-gf65-thin-1763/,Intel Core i7-10750H,16GB RAM,NVIDIA GeForce GTX 1660 Ti (Laptop),"15.6”, Full HD (1920 x 1080), 120 Hz, IPS",512GB SSD,$216517,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-6719/,Intel Core i5-1135G7,8GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, Full HD (1920 x 1080), IPS",256GB SSD,$43900,
Lenovo ThinkPad T14 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t14-gen-3-229/,Intel Core i7-1270P,40GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0″, 2.2K (2240 x 1400), IPS",1000GB SSD,$189900,
Lenovo ThinkPad P16 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-1-79/,Intel Core i7-12800HX,32GB RAM,NVIDIA RTX A1000 (Laptop),"16.0”, WQUXGA (3840 x 2400), IPS",2000GB SSD,$211900,
Lenovo Legion 5i 15,https://laptopmedia.com/laptop-specs/lenovo-legion-5i-15-1377/,Intel Core i7-12700H,16GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 130W)","15.6”, QHD (2560 x 1440), 165 Hz, IPS",512GB SSD,$164999,
HP 15,https://laptopmedia.com/laptop-specs/hp-15-14709/,Intel Core i5-1135G7,16GB RAM,Intel Iris Xe Graphics G7 (80EU),"15.6”, HD (1366 x 768), TN",256GB SSD,$130500,
HP 14,https://laptopmedia.com/laptop-specs/hp-14-5256/,AMD 3020e,8GB RAM,AMD Radeon RX Vega 3,"14.0”, HD (1366 x 768), TN",128GB SSD,$75900,
HP OMEN 17,https://laptopmedia.com/laptop-specs/hp-omen-17-1509/,Intel Core i9-13900HX,16GB RAM,NVIDIA GeForce RTX 4080 (Laptop),"17.3"", QHD (2560 x 1440), 240 Hz, IPS",512GB SSD,$327999,
ASUS TUF Gaming A17,https://laptopmedia.com/laptop-specs/asus-tuf-gaming-a17-356/,AMD Ryzen 7 7735HS,64GB RAM,"NVIDIA GeForce RTX 4050 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",4000GB SSD,$214500,
Acer Predator Triton 500 SE,https://laptopmedia.com/laptop-specs/acer-predator-triton-500-se-374/,Intel Core i7-11800H,32GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 110W)","16.0"", WQXGA (2560 x 1600), 165 Hz, IPS",1000GB SSD,$199900,
MSI Delta 15,https://laptopmedia.com/laptop-specs/msi-delta-15-272/,AMD Ryzen 7 5800H,64GB RAM,AMD Radeon RX 6700M,"15.6”, Full HD (1920 x 1080), 240 Hz, IPS",2000GB SSD,$362000,
Lenovo IdeaPad 5 Pro 16,https://laptopmedia.com/laptop-specs/lenovo-ideapad-5-pro-16-92/,AMD Ryzen 5 5600H,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 35/45W)","16.0"", WQXGA (2560 x 1600), IPS",1000GB SSD,$87999,
LG Gram 14,https://laptopmedia.com/laptop-specs/lg-gram-14-142/,Intel Core i7-1260P,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0"", FHD+ (1920 x 1200), IPS",2000GB SSD,$94999,
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-2914/,Intel Core i5-12500H,64GB RAM,NVIDIA GeForce RTX 3050 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$152900,
Acer Nitro 5,https://laptopmedia.com/laptop-specs/acer-nitro-5-2909/,Intel Core i5-12500H,32GB RAM,NVIDIA GeForce RTX 3050 (Laptop),"17.3”, Full HD (1920 x 1080), 144 Hz, IPS",256GB SSD,$110900,
ASUS L210,https://laptopmedia.com/laptop-specs/asus-l210-10/,Intel Celeron N4020,4GB RAM,Intel UHD Graphics 600,"11.6”, HD (1366 x 768), TN",64GB SSD,$17990,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-796/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$334900,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-728/,Intel Core i7-11800H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$202900,
HP OMEN 16,https://laptopmedia.com/laptop-specs/hp-omen-16-851/,AMD Ryzen 7 5800H,16GB RAM,NVIDIA GeForce RTX 3050 Ti (Laptop),"16.1″, Full HD (1920 x 1080), 144 Hz, IPS",1000GB SSD,$178900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15067/,AMD Ryzen 5 5500U,8GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","17.3”, Full HD (1920 x 1080), IPS",2000GB SSD,$112900,
MSI Thin GF63,https://laptopmedia.com/laptop-specs/msi-thin-gf63-413/,Intel Core i5-12450H,32GB RAM,Intel Arc A370M,"15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$138400,
Lenovo ThinkPad E14 Gen 3,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e14-gen-3-629/,AMD Ryzen 7 5700U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","14.0”, Full HD (1920 x 1080), IPS",256GB SSD,$115199,
Lenovo IdeaPad 5 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-5-15-845/,AMD Ryzen 7 5825U,16GB RAM,"AMD Radeon RX Vega 8 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$99900,
HP ProBook x360 11 G5 EE,https://laptopmedia.com/laptop-specs/hp-probook-x360-11-g5-ee-26/,Intel Pentium Silver N5030,8GB RAM,Intel UHD Graphics 605,"11.6”, HD (1366 x 768), TN",128GB SSD,$65900,
HP EliteBook 830 G7,https://laptopmedia.com/laptop-specs/hp-elitebook-830-g7-27/,Intel Core i5-10310U,8GB RAM,Intel UHD Graphics,"13.3”, Full HD (1920 x 1080), IPS",256GB SSD,$107259,
HP ZBook Firefly 15 G8,https://laptopmedia.com/laptop-specs/hp-zbook-firefly-15-g8-284/,Intel Core i7-1185G7,64GB RAM,Intel Iris Xe Graphics G7 (96EU),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$141400,
Lenovo ThinkPad L15 Gen 1,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-l15-gen-1-235/,AMD Ryzen 5 PRO 4650U,16GB RAM,"AMD Radeon RX Vega 6 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",512GB SSD,$147900,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-15168/,Intel Core i5-1135G7,48GB RAM,Intel Iris Xe Graphics G7 (80EU),"17.3”, Full HD (1920 x 1080), IPS",1000GB SSD,$135900,
Lenovo ThinkPad X1 Carbon 9,https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-9-144/,Intel Core i7-1185G7,16GB RAM,Intel Iris Xe Graphics G7 (96EU),"14.0”, WUXGA (1920 x 1200), IPS",512GB SSD,$134999,
MSI Stealth GS66,https://laptopmedia.com/laptop-specs/msi-stealth-gs66-52/,Intel Core i7-11800H,64GB RAM,"NVIDIA GeForce RTX 3060 (Laptop, 95W)","15.6”, Full HD (1920 x 1080), 240 Hz, IPS",2000GB SSD,$184999,
MSI Sword 15,https://laptopmedia.com/laptop-specs/msi-sword-15-730/,Intel Core i7-12650H,32GB RAM,"NVIDIA GeForce RTX 3070 Ti (Laptop, 105W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",512GB SSD,$210999,
MSI Crosshair 17,https://laptopmedia.com/laptop-specs/msi-crosshair-17-464/,Intel Core i7-12700H,32GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","17.3”, Full HD (1920 x 1080), 144 Hz, IPS",2000GB SSD,$236900,
Lenovo IdeaPad 3 15,https://laptopmedia.com/laptop-specs/lenovo-ideapad-3-15-4034/,AMD Ryzen 5 5625U,40GB RAM,"AMD Radeon RX Vega 7 (R4000/5000, 15W)","15.6”, Full HD (1920 x 1080), IPS",1000GB SSD,$104900,
MSI GP66 Leopard,https://laptopmedia.com/laptop-specs/msi-gp66-leopard-722/,Intel Core i7-11800H,16GB RAM,"NVIDIA GeForce RTX 3070 (Laptop, 140W)","15.6”, Full HD (1920 x 1080), 144 Hz, IPS",8000GB SSD,$447900,
MSI WF66,https://laptopmedia.com/laptop-specs/msi-wf66-494/,Intel Core i7-11800H,32GB RAM,NVIDIA RTX A2000 (Laptop),"15.6”, Full HD (1920 x 1080), IPS",2000GB SSD,$308999,
HP 17,https://laptopmedia.com/laptop-specs/hp-17-14168/,Intel Core i5-1135G7,16GB RAM,NVIDIA GeForce MX450,"17.3”, Full HD (1920 x 1080), IPS",4000GB SSD,$219900,
